Month Year,LGA Region,Approved Sites,Operational Sites,Approved EGMs,Operational EGMs,Metered Win
Jul-20,GLADSTONE,22,21,583,567,3368677.18
Jul-20,GOLD COAST,127,122,5934,5402,37594214.28
Jul-20,GOONDIWINDI,9,9,163,158,809856.72
Jul-20,GYMPIE,19,19,392,370,1750328.31
Jul-20,HINCHINBROOK,8,6,107,85,567137.61
Jul-20,IPSWICH,30,29,1740,1346,13216811.3
Jul-20,ISAAC,14,13,299,278,1656997.12
Jul-20,LIVINGSTONE,12,11,336,287,1873952.14
Jul-20,LOCKYER VALLEY,13,13,217,217,1509005.94
Jul-20,LOGAN,36,32,2169,1957,23793897.44
Jul-20,LONGREACH,5,5,96,77,
Jul-20,MACKAY,39,36,1686,1545,10604829.34
Jul-20,MARANOA,8,8,170,144,795555.42
Jul-20,MAREEBA,5,5,188,156,
Jul-20,MCKINLAY,1,1,17,10,
Jul-20,MORETON BAY,61,60,3562,3241,25967861.25
Jul-20,MOUNT ISA,6,6,443,381,4568666.77
Jul-20,MURWEH,4,4,56,56,
Jul-20,NOOSA,14,14,538,518,2617538.72
Jul-20,NORTH BURNETT,8,8,83,83,357659.82
Jul-20,PAROO,1,1,25,25,
Jul-20,QUILPIE,1,1,6,6,
Jul-20,REDLAND,28,27,1333,1225,7888128.87
Jul-20,RICHMOND,1,1,8,8,
Jul-20,ROCKHAMPTON,31,28,1022,887,7818026.12
Jul-20,SCENIC RIM,16,15,263,195,840243.22
Jul-20,SOMERSET,10,8,122,95,534430.41
Jul-20,SOUTH BURNETT,17,17,338,338,1936422.14
Jul-20,SOUTHERN DOWNS,14,13,395,321,1203460.65
Jul-20,SUNSHINE COAST,70,67,3265,2784,16223621.92
Jul-20,TABLELANDS,5,4,156,136,
Jul-20,TOOWOOMBA,49,46,1627,1462,8445489.79
Jul-20,TORRES,5,5,140,97,
Jul-20,TOWNSVILLE,45,40,2118,1551,15780874.32
Jul-20,WEIPA,3,3,84,76,
Jul-20,WESTERN DOWNS,23,21,361,335,1604691.08
Jul-20,WHITSUNDAY,16,15,513,413,3028084.71
Jul-20,WINTON,3,3,17,15,
Aug-20,BALONNE,4,4,72,65,
Aug-20,BANANA,8,8,145,142,714779.71
Aug-20,BARCALDINE,3,3,22,22,
Aug-20,BLACKALL TAMBO,2,2,18,18,
Aug-20,BRISBANE,172,167,8773,7807,55361991.34
Aug-20,BUNDABERG,32,31,1321,1022,6077343.46
Aug-20,BURDEKIN,7,7,206,186,1021544.45
Aug-20,CAIRNS,40,39,1920,1746,15193054.01
Aug-20,CARPENTARIA,3,3,48,48,
Aug-20,CASSOWARY COAST,14,14,374,372,1966840.89
Aug-20,CENTRAL HIGHLANDS,16,16,385,368,2041998.9
Aug-20,CHARTERS TOWERS,8,8,138,130,819643.81
Aug-20,CLONCURRY,4,4,63,63,
Aug-20,COOK,3,3,54,48,
Aug-20,DOUGLAS,8,8,186,178,924461.65
Aug-20,FLINDERS,2,2,28,28,
Aug-20,FRASER COAST,32,32,1276,1217,7068440.73
Aug-20,GLADSTONE,22,20,583,561,3561073.52
Aug-20,GOLD COAST,127,121,5939,5389,38000980.9
Aug-20,GOONDIWINDI,9,9,163,158,797836.61
Aug-20,GYMPIE,19,19,392,370,1931872.99
Aug-20,HINCHINBROOK,8,6,107,86,554341.39
Aug-20,IPSWICH,30,30,1740,1385,11388953.93
Aug-20,ISAAC,14,13,299,278,1607858.27
Aug-20,LIVINGSTONE,12,11,336,287,1858527.33
Aug-20,LOCKYER VALLEY,13,12,211,211,1452308.64
Aug-20,LOGAN,36,32,2169,1957,20583931.58
Aug-20,LONGREACH,5,5,96,77,
Aug-20,MACKAY,39,36,1686,1556,10050526.94
Aug-20,MARANOA,8,8,170,143,782599.28
Aug-20,MAREEBA,5,5,188,156,
Aug-20,MCKINLAY,1,1,17,10,
Aug-20,MORETON BAY,61,60,3562,3234,26009675.07
Aug-20,MOUNT ISA,6,6,443,381,3624990.79
Aug-20,MURWEH,4,4,56,56,
Aug-20,NOOSA,14,14,538,518,2630844.85
Aug-20,NORTH BURNETT,8,8,83,83,426158.13
Aug-20,PAROO,1,1,25,25,
Aug-20,QUILPIE,1,1,6,6,
Aug-20,REDLAND,28,27,1333,1225,7443528.45
Aug-20,RICHMOND,1,1,8,8,
Aug-20,ROCKHAMPTON,31,28,1022,883,7104076.6
Aug-20,SCENIC RIM,16,15,263,195,985226.01
Aug-20,SOMERSET,10,8,122,95,546912.37
Aug-20,SOUTH BURNETT,17,17,338,332,1676465.92
Aug-20,SOUTHERN DOWNS,14,13,395,321,1312865.18
Aug-20,SUNSHINE COAST,70,67,3265,2804,16838576.43
Aug-20,TABLELANDS,5,4,156,136,
Aug-20,TOOWOOMBA,47,47,1627,1485,8095605.39
Aug-20,TORRES,5,5,140,97,
Aug-20,TOWNSVILLE,45,40,2118,1556,14298707.68
Aug-20,WEIPA,3,3,87,76,
Aug-20,WESTERN DOWNS,22,21,361,335,1548990.72
Aug-20,WHITSUNDAY,16,15,513,413,3200411.82
Aug-20,WINTON,3,3,17,15,
Sep-20,BALONNE,4,4,72,65,
Sep-20,BANANA,8,8,145,142,609307.01
Sep-20,BARCALDINE,3,3,22,22,
Sep-20,BLACKALL TAMBO,2,2,18,18,
Sep-20,BRISBANE,172,167,8773,7827,50035929.58
Sep-20,BUNDABERG,32,31,1321,1022,5481284.21
Sep-20,BURDEKIN,7,7,206,186,910681.59
Sep-20,CAIRNS,40,39,1920,1748,12782948.65
Sep-20,CARPENTARIA,3,3,48,48,
Sep-20,CASSOWARY COAST,14,14,374,372,1796099.08
Sep-20,CENTRAL HIGHLANDS,16,16,385,368,1758644.71
Sep-20,CHARTERS TOWERS,8,8,138,130,647132.16
Sep-20,CLONCURRY,4,4,63,63,
Sep-20,COOK,3,3,54,48,
Sep-20,DOUGLAS,8,8,186,178,893600.66
Sep-20,FLINDERS,2,2,28,28,
Sep-20,FRASER COAST,32,32,1276,1217,6577405.61
Sep-20,GLADSTONE,22,20,583,561,3018586.76
Sep-20,GOLD COAST,127,120,5939,5340,32338138.32
Sep-20,GOONDIWINDI,9,9,163,158,616776.26
Sep-20,GYMPIE,19,19,392,368,1892878.73
Sep-20,HINCHINBROOK,8,6,107,88,588355.75
Sep-20,IPSWICH,30,30,1740,1436,9807731.95
Sep-20,ISAAC,14,13,299,278,1587412.42
Sep-20,LIVINGSTONE,12,11,336,287,1696350.67
Sep-20,LOCKYER VALLEY,13,12,211,211,1244022.59
Sep-20,LOGAN,36,32,2169,1959,17595997.79
Sep-20,LONGREACH,5,5,96,77,
Sep-20,MACKAY,39,36,1686,1557,9528445.1
Sep-20,MARANOA,8,8,170,144,638500.74
Sep-20,MAREEBA,5,5,188,156,
Sep-20,MCKINLAY,1,1,17,10,
Sep-20,MORETON BAY,61,59,3452,3184,22085966.36
Sep-20,MOUNT ISA,6,6,443,381,2975389.06
Sep-20,MURWEH,4,4,56,59,
Sep-20,NOOSA,14,14,538,518,2353881.92
Sep-20,NORTH BURNETT,8,8,83,83,311074.53
Sep-20,PAROO,1,1,25,25,
Sep-20,QUILPIE,1,1,6,6,
Sep-20,REDLAND,28,27,1333,1225,6689144
Sep-20,RICHMOND,1,1,8,8,
Sep-20,ROCKHAMPTON,31,28,1022,883,6390137.94
Sep-20,SCENIC RIM,16,15,263,195,883681
Sep-20,SOMERSET,10,8,122,95,480974.32
Sep-20,SOUTH BURNETT,17,17,338,332,1447606.85
Sep-20,SOUTHERN DOWNS,14,13,395,321,1146483.38
Sep-20,SUNSHINE COAST,70,67,3265,2803,15168556.19
Sep-20,TABLELANDS,5,4,156,136,
Sep-20,TOOWOOMBA,48,46,1686,1443,6969000.68
Sep-20,TORRES,5,5,140,97,
Sep-20,TOWNSVILLE,45,40,2118,1556,12198546.49
Sep-20,WEIPA,3,3,87,76,
Sep-20,WESTERN DOWNS,22,20,358,327,1267794.12
Sep-20,WHITSUNDAY,16,15,513,415,2692724.93
Sep-20,WINTON,3,3,17,15,
Oct-20,BALONNE,4,4,72,65,
Oct-20,BANANA,8,8,145,142,582925.06
Oct-20,BARCALDINE,3,3,22,22,
Oct-20,BLACKALL TAMBO,2,2,18,18,
Oct-20,BRISBANE,172,165,8780,7779,51376307.32
Oct-20,BUNDABERG,32,31,1339,1020,5894222.58
Oct-20,BURDEKIN,7,7,206,186,901307.43
Oct-20,CAIRNS,40,39,1909,1755,12040466.24
Oct-20,CARPENTARIA,3,3,48,48,
Oct-20,CASSOWARY COAST,14,14,374,372,1616334.96
Oct-20,CENTRAL HIGHLANDS,16,16,385,368,1779190.26
Oct-20,CHARTERS TOWERS,8,8,138,130,648471.56
Oct-20,CLONCURRY,4,4,63,63,
Oct-20,COOK,3,3,54,48,
Oct-20,DOUGLAS,8,8,186,178,834914.46
Oct-20,FLINDERS,2,2,28,28,
Oct-20,FRASER COAST,32,32,1251,1216,6546862.99
Oct-20,GLADSTONE,22,19,583,526,2933865.67
Oct-20,GOLD COAST,127,121,5942,5288,32897710.19
Oct-20,GOONDIWINDI,9,9,163,158,604729.57
Oct-20,GYMPIE,20,19,457,368,1858457.97
Oct-20,HINCHINBROOK,8,6,107,86,490440.74
Oct-20,IPSWICH,30,30,1740,1486,10054132.59
Oct-20,ISAAC,14,13,299,278,1469240.36
Oct-20,LIVINGSTONE,12,11,346,287,1604378.93
Oct-20,LOCKYER VALLEY,12,12,214,207,1377701.45
Oct-20,LOGAN,36,32,2169,1959,17315304.43
Oct-20,LONGREACH,5,5,96,81,
Oct-20,MACKAY,39,36,1686,1557,8830755.66
Oct-20,MARANOA,8,8,170,141,588282.28
Oct-20,MAREEBA,5,5,188,156,
Oct-20,MCKINLAY,1,1,17,10,
Oct-20,MORETON BAY,60,59,3457,3184,22314020.5
Oct-20,MOUNT ISA,6,6,450,381,2684825.66
Oct-20,MURWEH,4,4,56,56,
Oct-20,NOOSA,14,14,538,508,2572172.32
Oct-20,NORTH BURNETT,8,8,83,83,312565.22
Oct-20,PAROO,1,1,25,25,
Oct-20,QUILPIE,1,1,6,6,
Oct-20,REDLAND,28,27,1333,1225,6930594.98
Oct-20,RICHMOND,1,1,8,8,
Oct-20,ROCKHAMPTON,31,28,1022,883,6098329.65
Oct-20,SCENIC RIM,16,15,263,195,884941.57
Oct-20,SOMERSET,10,8,122,95,582217.1
Oct-20,SOUTH BURNETT,17,16,319,319,1537107.35
Oct-20,SOUTHERN DOWNS,14,13,395,321,1178934.18
Oct-20,SUNSHINE COAST,70,67,3265,2811,15830860.16
Oct-20,TABLELANDS,5,4,156,136,
Oct-20,TOOWOOMBA,48,46,1686,1440,7351883.43
Oct-20,TORRES,5,5,140,97,
Oct-20,TOWNSVILLE,45,40,2121,1581,11724084.98
Oct-20,WEIPA,3,3,87,76,
Oct-20,WESTERN DOWNS,21,20,358,327,1336104.98
Oct-20,WHITSUNDAY,16,15,513,413,2955635.07
Oct-20,WINTON,3,3,17,15,
Nov-20,BALONNE,4,4,72,65,
Nov-20,BANANA,8,8,145,143,497024.67
Nov-20,BARCALDINE,3,3,22,22,
Nov-20,BLACKALL TAMBO,2,2,18,18,
Nov-20,BRISBANE,172,164,8775,7780,47790976.36
Nov-20,BUNDABERG,32,32,1339,1056,5154365.01
Nov-20,BURDEKIN,7,7,206,186,722830.71
Nov-20,CAIRNS,40,39,1909,1753,10563976.7
Nov-20,CARPENTARIA,3,3,48,48,
Nov-20,CASSOWARY COAST,14,14,374,372,1641763.67
Nov-20,CENTRAL HIGHLANDS,16,16,385,368,1763789.05
Nov-20,CHARTERS TOWERS,8,8,138,132,629084.7
Nov-20,CLONCURRY,4,4,69,63,
Nov-20,COOK,3,3,54,48,
Nov-20,DOUGLAS,8,8,186,177,701640.81
Nov-20,FLINDERS,2,2,28,28,
Nov-20,FRASER COAST,32,32,1251,1189,6118843.77
Nov-20,GLADSTONE,22,20,583,532,2366623.22
Nov-20,GOLD COAST,127,121,5924,5334,30388632.31
Nov-20,GOONDIWINDI,9,9,153,148,610925.9
Nov-20,GYMPIE,20,19,457,368,1621562.94
Nov-20,HINCHINBROOK,8,6,107,86,409346.87
Nov-20,IPSWICH,30,30,1740,1536,9017834.08
Nov-20,ISAAC,14,13,299,278,1363022.57
Nov-20,LIVINGSTONE,12,11,336,287,1513189.6
Nov-20,LOCKYER VALLEY,12,12,214,207,1172076.07
Nov-20,LOGAN,36,32,2174,1963,15542196.6
Nov-20,LONGREACH,5,5,96,81,
Nov-20,MACKAY,39,36,1686,1570,8123787.43
Nov-20,MARANOA,8,8,170,144,541377.34
Nov-20,MAREEBA,5,5,188,156,
Nov-20,MCKINLAY,1,1,17,10,
Nov-20,MORETON BAY,61,59,3511,3184,20785834.96
Nov-20,MOUNT ISA,6,6,450,381,2780227.79
Nov-20,MURWEH,4,4,56,56,
Nov-20,NOOSA,14,14,538,508,2238640.24
Nov-20,NORTH BURNETT,8,8,83,83,238624.01
Nov-20,PAROO,1,1,25,25,
Nov-20,QUILPIE,1,1,6,6,
Nov-20,REDLAND,28,27,1333,1225,6513648.77
Nov-20,RICHMOND,1,1,8,8,
Nov-20,ROCKHAMPTON,31,28,1022,883,5637725.64
Nov-20,SCENIC RIM,16,15,263,195,750655.18
Nov-20,SOMERSET,10,8,122,95,522413.79
Nov-20,SOUTH BURNETT,17,16,319,319,1297724.79
Nov-20,SOUTHERN DOWNS,14,13,395,321,1050555.32
Nov-20,SUNSHINE COAST,70,67,3265,2803,14506483.91
Nov-20,TABLELANDS,5,4,156,136,
Nov-20,TOOWOOMBA,48,47,1686,1462,6591166.01
Nov-20,TORRES,5,5,140,97,
Nov-20,TOWNSVILLE,45,40,2121,1587,10133545.49
Nov-20,WEIPA,3,3,87,76,
Nov-20,WESTERN DOWNS,21,20,358,327,1238099.68
Nov-20,WHITSUNDAY,16,15,513,413,2620244.61
Nov-20,WINTON,3,3,17,15,
Dec-20,BALONNE,4,4,72,65,
Dec-20,BANANA,8,8,145,142,555883.18
Dec-20,BARCALDINE,3,3,22,22,
Dec-20,BLACKALL TAMBO,2,2,18,18,
Dec-20,BRISBANE,171,163,8775,7755,51865255.75
Dec-20,BUNDABERG,32,32,1339,1052,5825778.45
Dec-20,BURDEKIN,7,7,206,186,1045306.84
Dec-20,CAIRNS,40,39,1909,1770,15594593.92
Dec-20,CARPENTARIA,3,3,48,48,
Dec-20,CASSOWARY COAST,14,14,374,372,1889464.01
Dec-20,CENTRAL HIGHLANDS,16,16,385,368,1743182.41
Dec-20,CHARTERS TOWERS,8,8,138,130,701310.97
Dec-20,CLONCURRY,4,4,69,63,
Dec-20,COOK,3,3,54,48,
Dec-20,DOUGLAS,8,8,186,177,1000715.12
Dec-20,FLINDERS,2,2,28,28,
Dec-20,FRASER COAST,32,32,1251,1189,6479654.2
Dec-20,GLADSTONE,22,20,583,529,2909216.35
Dec-20,GOLD COAST,127,121,5924,5324,33922611.89
Dec-20,GOONDIWINDI,9,9,153,148,623703.65
Dec-20,GYMPIE,20,20,457,435,1922709.38
Dec-20,HINCHINBROOK,8,6,107,86,585683.89
Dec-20,IPSWICH,30,30,1740,1540,10020539.67
Dec-20,ISAAC,14,13,299,278,1226489.62
Dec-20,LIVINGSTONE,12,11,336,287,1662203.43
Dec-20,LOCKYER VALLEY,12,12,214,207,1184302.37
Dec-20,LOGAN,36,32,2174,1963,16971573.75
Dec-20,LONGREACH,5,5,96,81,
Dec-20,MACKAY,39,36,1686,1581,8832691.24
Dec-20,MARANOA,8,8,170,144,482806.2
Dec-20,MAREEBA,5,5,188,156,
Dec-20,MCKINLAY,1,1,17,10,
Dec-20,MORETON BAY,61,59,3511,3158,22829632.64
Dec-20,MOUNT ISA,6,6,450,381,3340714.83
Dec-20,MURWEH,4,4,56,56,
Dec-20,NOOSA,14,14,538,508,2570949.72
Dec-20,NORTH BURNETT,8,8,83,83,407229.07
Dec-20,PAROO,1,1,25,25,
Dec-20,QUILPIE,1,1,6,6,
Dec-20,REDLAND,28,27,1333,1225,6899337.24
Dec-20,RICHMOND,1,1,8,8,
Dec-20,ROCKHAMPTON,31,28,1022,883,6651108.27
Dec-20,SCENIC RIM,16,15,263,195,769477.97
Dec-20,SOMERSET,10,8,122,95,547197.39
Dec-20,SOUTH BURNETT,16,16,319,319,1765694.61
Dec-20,SOUTHERN DOWNS,14,13,395,321,1310547.92
Dec-20,SUNSHINE COAST,70,67,3265,2819,15596822.79
Dec-20,TABLELANDS,5,4,156,136,
Dec-20,TOOWOOMBA,48,47,1686,1462,7165092.18
Dec-20,TORRES,5,5,140,97,
Dec-20,TOWNSVILLE,45,40,2121,1597,12812819.11
Dec-20,WEIPA,3,3,87,76,
Dec-20,WESTERN DOWNS,21,20,358,327,1338088.04
Dec-20,WHITSUNDAY,16,15,513,413,2733485.45
Dec-20,WINTON,3,3,17,15,
Jan-21,BALONNE,4,4,72,65,
Jan-21,BANANA,8,8,145,142,453125.31
Jan-21,BARCALDINE,3,3,22,22,
Jan-21,BLACKALL TAMBO,2,2,18,18,
Jan-21,BRISBANE,170,163,8750,7759,42032350.65
Jan-21,BUNDABERG,32,32,1339,1052,5217635.06
Jan-21,BURDEKIN,7,7,206,186,772106.72
Jan-21,CAIRNS,40,39,1909,1767,11182792.86
Jan-21,CARPENTARIA,3,3,48,48,
Jan-21,CASSOWARY COAST,14,14,374,372,1524589.89
Jan-21,CENTRAL HIGHLANDS,16,16,385,368,1490485.04
Jan-21,CHARTERS TOWERS,8,8,138,130,512383.48
Jan-21,CLONCURRY,4,4,69,63,
Jan-21,COOK,3,3,54,48,
Jan-21,DOUGLAS,8,8,186,177,855718.01
Jan-21,FLINDERS,2,2,28,28,
Jan-21,FRASER COAST,32,32,1251,1189,6217371.47
Jan-21,GLADSTONE,22,20,583,532,2454674.92
Jan-21,GOLD COAST,127,121,5924,5405,32595354.05
Jan-21,GOONDIWINDI,9,9,153,148,628922.64
Jan-21,GYMPIE,20,20,457,420,1775637.67
Jan-21,HINCHINBROOK,8,6,107,86,446270.47
Jan-21,IPSWICH,30,30,1740,1536,7934470.92
Jan-21,ISAAC,14,13,299,278,1035617.68
Jan-21,LIVINGSTONE,12,11,336,293,1489247.87
Jan-21,LOCKYER VALLEY,12,12,214,207,968660.79
Jan-21,LOGAN,36,32,2174,1959,13574736.28
Jan-21,LONGREACH,5,5,96,81,
Jan-21,MACKAY,39,36,1686,1581,7828173.2
Jan-21,MARANOA,8,8,170,143,501850.61
Jan-21,MAREEBA,5,5,188,156,
Jan-21,MCKINLAY,1,1,17,10,
Jan-21,MORETON BAY,61,58,3511,3137,18023922.86
Jan-21,MOUNT ISA,6,6,450,381,2570561.9
Jan-21,MURWEH,4,4,56,56,
Jan-21,NOOSA,14,14,538,508,2474245.62
Jan-21,NORTH BURNETT,8,8,83,83,268766.52
Jan-21,PAROO,1,1,25,25,
Jan-21,QUILPIE,1,1,6,6,
Jan-21,REDLAND,28,27,1333,1217,5509942.01
Jan-21,RICHMOND,1,1,8,8,
Jan-21,ROCKHAMPTON,31,28,1022,883,5575739.07
Jan-21,SCENIC RIM,16,15,263,195,735043.6
Jan-21,SOMERSET,10,7,122,92,498734.55
Jan-21,SOUTH BURNETT,16,16,319,319,1263137.88
Jan-21,SOUTHERN DOWNS,14,13,395,321,1232762.47
Jan-21,SUNSHINE COAST,70,67,3265,2820,14719415.36
Jan-21,TABLELANDS,5,4,156,136,
Jan-21,TOOWOOMBA,48,47,1686,1460,6651033.17
Jan-21,TORRES,5,5,140,97,
Jan-21,TOWNSVILLE,45,40,2121,1601,10183029.07
Jan-21,WEIPA,3,3,87,76,
Jan-21,WESTERN DOWNS,21,20,358,327,1258977.23
Jan-21,WHITSUNDAY,16,15,513,413,2485196.39
Jan-21,WINTON,3,3,17,15,
Feb-21,BALONNE,4,4,72,65,
Feb-21,BANANA,8,8,145,142,525553.53
Feb-21,BARCALDINE,3,3,22,22,
Feb-21,BLACKALL TAMBO,2,2,18,18,
Feb-21,BRISBANE,170,163,8750,7749,43633073.16
Feb-21,BUNDABERG,32,32,1339,1052,4509887.66
Feb-21,BURDEKIN,7,7,206,186,675546.15
Feb-21,CAIRNS,40,39,1909,1766,9372140.67
Feb-21,CARPENTARIA,3,3,48,48,
Feb-21,CASSOWARY COAST,14,14,374,372,1270757.6
Feb-21,CENTRAL HIGHLANDS,16,16,385,368,1353675.29
Feb-21,CHARTERS TOWERS,8,8,138,130,409950.77
Feb-21,CLONCURRY,4,4,69,63,
Feb-21,COOK,3,3,54,48,
Feb-21,DOUGLAS,8,8,186,177,567160.76
Feb-21,FLINDERS,2,2,28,28,
Feb-21,FRASER COAST,32,32,1251,1189,5440103.05
Feb-21,GLADSTONE,22,20,583,531,2291209.98
Feb-21,GOLD COAST,126,120,5897,5289,28689646.89
Feb-21,GOONDIWINDI,9,9,153,153,478211.4
Feb-21,GYMPIE,20,20,457,420,1699767.3
Feb-21,HINCHINBROOK,8,6,107,86,366240.19
Feb-21,IPSWICH,30,30,1740,1536,8076937.3
Feb-21,ISAAC,14,13,299,278,1045315.89
Feb-21,LIVINGSTONE,12,11,336,293,1273719.48
Feb-21,LOCKYER VALLEY,12,12,214,207,941763.67
Feb-21,LOGAN,36,32,2174,1959,13932803.93
Feb-21,LONGREACH,5,4,96,76,
Feb-21,MACKAY,39,36,1686,1581,7098075.24
Feb-21,MARANOA,8,8,170,144,441876.71
Feb-21,MAREEBA,5,5,188,156,
Feb-21,MCKINLAY,1,1,17,10,
Feb-21,MORETON BAY,61,59,3511,3158,18565132.25
Feb-21,MOUNT ISA,6,6,450,381,2187041.93
Feb-21,MURWEH,4,4,56,56,
Feb-21,NOOSA,14,14,538,508,2162567.61
Feb-21,NORTH BURNETT,8,8,83,83,279480.05
Feb-21,PAROO,1,1,25,25,
Feb-21,QUILPIE,1,1,6,6,
Feb-21,REDLAND,28,27,1333,1217,5657720.41
Feb-21,RICHMOND,1,1,8,8,
Feb-21,ROCKHAMPTON,31,28,1022,883,4752921.05
Feb-21,SCENIC RIM,16,15,263,195,667746.02
Feb-21,SOMERSET,10,7,122,92,465961.65
Feb-21,SOUTH BURNETT,16,16,319,319,1181446.22
Feb-21,SOUTHERN DOWNS,14,13,395,321,1170911.68
Feb-21,SUNSHINE COAST,70,68,3265,2841,13519825.38
Feb-21,TABLELANDS,5,4,156,136,
Feb-21,TOOWOOMBA,48,47,1686,1460,5766997.84
Feb-21,TORRES,5,5,140,97,
Feb-21,TOWNSVILLE,45,40,2121,1622,9188810.62
Feb-21,WEIPA,3,3,87,76,
Feb-21,WESTERN DOWNS,21,20,358,327,1240024.34
Feb-21,WHITSUNDAY,16,15,513,413,2002331.01
Feb-21,WINTON,3,3,17,15,
Mar-21,BALONNE,4,4,72,65,
Mar-21,BANANA,8,8,145,142,488874.52
Mar-21,BARCALDINE,3,3,22,22,
Mar-21,BLACKALL TAMBO,2,2,18,18,
Mar-21,BRISBANE,170,132,8750,6541,44474774.47
Mar-21,BUNDABERG,32,32,1339,1057,4914696.78
Mar-21,BURDEKIN,7,7,206,186,790900.75
Mar-21,CAIRNS,40,39,1909,1774,10395059
Mar-21,CARPENTARIA,3,3,48,48,
Mar-21,CASSOWARY COAST,14,14,374,372,1301173.13
Mar-21,CENTRAL HIGHLANDS,16,16,385,368,1520084.69
Mar-21,CHARTERS TOWERS,8,8,138,130,480420.6
Mar-21,CLONCURRY,4,4,69,63,
Mar-21,COOK,3,3,54,48,
Mar-21,DOUGLAS,8,8,186,177,702738.72
Mar-21,FLINDERS,2,2,28,28,
Mar-21,FRASER COAST,32,32,1251,1163,5904572.9
Mar-21,GLADSTONE,22,20,583,532,2491653.27
Mar-21,GOLD COAST,126,120,5897,5299,31299371.26
Mar-21,GOONDIWINDI,9,9,153,153,639313.76
Mar-21,GYMPIE,20,20,457,435,1736389.95
Mar-21,HINCHINBROOK,8,6,107,89,386858.95
Mar-21,IPSWICH,30,26,1740,1366,8324759.68
Mar-21,ISAAC,14,13,299,278,1046408.72
Mar-21,LIVINGSTONE,12,11,336,306,1437070.25
Mar-21,LOCKYER VALLEY,12,12,214,207,1044500.3
Mar-21,LOGAN,36,25,2174,1671,14375399.79
Mar-21,LONGREACH,5,4,96,76,
Mar-21,MACKAY,39,36,1686,1583,7948238.3
Mar-21,MARANOA,8,8,170,144,493284.03
Mar-21,MAREEBA,5,5,188,156,
Mar-21,MCKINLAY,1,1,17,10,
Mar-21,MORETON BAY,61,49,3511,2618,18787984.1
Mar-21,MOUNT ISA,6,6,450,381,2477041.55
Mar-21,MURWEH,4,4,56,56,
Mar-21,NOOSA,14,14,538,508,2595671.74
Mar-21,NORTH BURNETT,8,8,83,83,270749.71
Mar-21,PAROO,1,1,25,25,
Mar-21,QUILPIE,1,1,6,6,
Mar-21,REDLAND,28,24,1333,1087,5796233.96
Mar-21,RICHMOND,1,1,8,8,
Mar-21,ROCKHAMPTON,31,28,1022,883,5391811
Mar-21,SCENIC RIM,16,15,263,195,780004.45
Mar-21,SOMERSET,10,8,122,95,513073.58
Mar-21,SOUTH BURNETT,16,16,319,319,1335635.39
Mar-21,SOUTHERN DOWNS,14,13,395,321,1174035.34
Mar-21,SUNSHINE COAST,70,68,3265,2845,14693195.13
Mar-21,TABLELANDS,5,4,156,136,
Mar-21,TOOWOOMBA,48,47,1686,1471,6509559.8
Mar-21,TORRES,5,5,140,97,
Mar-21,TOWNSVILLE,45,40,2121,1615,10299456.62
Mar-21,WEIPA,3,3,87,76,
Mar-21,WESTERN DOWNS,21,20,358,327,1226805.58
Mar-21,WHITSUNDAY,16,15,513,413,2345474
Mar-21,WINTON,3,3,17,15,
Apr-21,BALONNE,4,4,72,65,
Apr-21,BANANA,8,8,145,141,461628.55
Apr-21,BARCALDINE,3,3,22,22,
Apr-21,BLACKALL TAMBO,2,2,18,18,
Apr-21,BRISBANE,170,163,8750,7729,44490669.58
Apr-21,BUNDABERG,32,32,1339,1058,4757765.36
Apr-21,BURDEKIN,7,7,206,186,703466.48
Apr-21,CAIRNS,40,39,1909,1777,9485560.92
Apr-21,CARPENTARIA,3,3,48,48,
Apr-21,CASSOWARY COAST,14,14,374,374,1345520.08
Apr-21,CENTRAL HIGHLANDS,16,16,385,368,1389792.99
Apr-21,CHARTERS TOWERS,8,8,138,130,486844.48
Apr-21,CLONCURRY,4,4,69,63,
Apr-21,COOK,3,3,54,48,
Apr-21,DOUGLAS,8,8,186,177,706044.52
Apr-21,FLINDERS,2,2,28,28,
Apr-21,FRASER COAST,32,32,1251,1164,5504656.25
Apr-21,GLADSTONE,22,21,583,567,2366952.46
Apr-21,GOLD COAST,126,119,5897,5218,28861050.25
Apr-21,GOONDIWINDI,9,9,153,153,564427.76
Apr-21,GYMPIE,20,20,457,435,1705267.54
Apr-21,HINCHINBROOK,8,6,107,86,318071.62
Apr-21,IPSWICH,30,30,1740,1536,8134484.99
Apr-21,ISAAC,14,13,299,278,1125763.92
Apr-21,LIVINGSTONE,11,11,336,297,1470864.15
Apr-21,LOCKYER VALLEY,12,12,214,207,961104.04
Apr-21,LOGAN,36,32,2174,1956,14581633.5
Apr-21,LONGREACH,5,4,96,76,
Apr-21,MACKAY,39,36,1686,1581,7314883.67
Apr-21,MARANOA,8,8,170,144,422106.5
Apr-21,MAREEBA,5,5,188,156,
Apr-21,MCKINLAY,1,1,17,10,
Apr-21,MORETON BAY,61,59,3511,3040,19188785.22
Apr-21,MOUNT ISA,6,6,450,381,2124341.18
Apr-21,MURWEH,4,4,56,56,
Apr-21,NOOSA,14,14,538,518,2194372.41
Apr-21,NORTH BURNETT,8,8,83,83,248557.14
Apr-21,PAROO,1,1,25,25,
Apr-21,QUILPIE,1,1,6,6,
Apr-21,REDLAND,28,27,1333,1219,5901372.36
Apr-21,RICHMOND,1,1,8,8,
